OID_,Log_ID_txt,FileName,SceneTemperature,ImagerTemperatureC,GPSLatitude,GPSLongitude,GPSAltitude,keep
154,,IMG_0177_6.tif,37.250000000000099,38.520013427734398,44.159019499999999,-122.290076400000004,492.733999999999980,
155,,IMG_0178_6.tif,36.210000000000001,38.499993896484398,44.159221000000002,-122.290076600000006,492.745999999999981,
156,,IMG_0179_6.tif,36.990000000000002,38.480004882812501,44.159421700000003,-122.290075900000005,492.870999999999981,
157,,IMG_0180_6.tif,35.969999999999999,38.459985351562501,44.159594599999998,-122.290076099999993,492.930000000000007,
158,,IMG_0181_6.tif,33.049999999999997,38.439996337890598,44.159838999999998,-122.290078399999999,492.927000000000021,
160,,IMG_0183_6.tif,33.009999999999998,38.409997558593801,44.160284699999998,-122.290077299999993,492.975999999999999,
161,,IMG_0184_6.tif,38.590000000000003,38.379998779296898,44.160513000000002,-122.290075700000003,493.262999999999977,
162,,IMG_0185_6.tif,34.950000000000003,38.369989013671898,44.160554400000002,-122.290077900000000,492.714999999999975,
163,,IMG_0186_6.tif,36.729999999999997,38.339990234375001,44.160552600000003,-122.290059200000002,492.500999999999976,
165,,IMG_0188_6.tif,34.070000000000100,38.330010986328098,44.160557099999998,-122.289556500000003,492.730000000000018,
166,,IMG_0189_6.tif,42.009999999999998,38.309991455078098,44.160560099999998,-122.289244999999994,493.321000000000026,
167,,IMG_0190_6.tif,31.910000000000000,38.300012207031301,44.160560900000000,-122.289248400000005,493.230999999999995,
168,,IMG_0191_6.tif,33.229999999999997,38.290002441406301,44.160381899999997,-122.289243799999994,493.196000000000026,
169,,IMG_0192_6.tif,33.710000000000001,38.270013427734398,44.160239900000001,-122.289244900000000,493.079000000000008,
170,,IMG_0193_6.tif,36.170000000000002,38.240014648437501,44.159980900000001,-122.289247700000004,493.211999999999989,
171,,IMG_0194_6.tif,34.390000000000001,38.219995117187501,44.159779700000001,-122.289249699999999,492.911000000000001,
172,,IMG_0195_6.tif,35.289999999999999,38.230004882812501,44.159605999999997,-122.289247799999998,493.117999999999995,
173,,IMG_0196_6.tif,34.289999999999999,38.209985351562501,44.159433900000003,-122.289249400000003,493.048000000000002,
174,,IMG_0197_6.tif,32.170000000000002,38.209985351562501,44.159159500000001,-122.289252300000001,492.863000000000000,
175,,IMG_0198_6.tif,31.870000000000001,38.209985351562501,44.158972100000000,-122.289251800000002,492.891999999999996,
176,,IMG_0199_6.tif,32.329999999999998,38.219995117187501,44.158684000000001,-122.289249299999994,492.658000000000015,
177,,IMG_0200_6.tif,32.890000000000001,38.219995117187501,44.158511500000003,-122.289246899999995,492.644000000000005,
178,,IMG_0201_6.tif,32.609999999999999,38.240014648437501,44.158264000000003,-122.289245800000003,492.670000000000016,
179,,IMG_0202_6.tif,34.789999999999999,38.260003662109398,44.158035400000003,-122.289246000000006,492.622000000000014,
180,,IMG_0203_6.tif,36.750000000000099,38.270013427734398,44.157819000000003,-122.289244199999999,492.689999999999998,
181,,IMG_0204_6.tif,36.869999999999997,38.290002441406301,44.157602900000001,-122.289244400000001,492.624000000000024,
182,,IMG_0205_6.tif,37.229999999999997,38.320001220703098,44.157443499999999,-122.289243999999997,492.533999999999992,
183,,IMG_0206_6.tif,37.770000000000003,38.330010986328098,44.157243200000003,-122.289244800000006,492.572999999999979,
184,,IMG_0207_6.tif,38.350000000000001,38.379998779296898,44.156956200000003,-122.289246800000001,492.562999999999988,
185,,IMG_0208_6.tif,37.630000000000102,38.399987792968801,44.156754700000000,-122.289246300000002,492.545000000000016,
186,,IMG_0209_6.tif,37.570000000000100,38.409997558593801,44.156580300000002,-122.289245800000003,492.384000000000015,
187,,IMG_0210_6.tif,36.969999999999999,38.450006103515598,44.156322199999998,-122.289246300000002,492.557000000000016,
188,,IMG_0211_6.tif,37.950000000000003,38.459985351562501,44.156136099999998,-122.289247399999994,492.538000000000011,
189,,IMG_0212_6.tif,37.770000000000003,38.469995117187501,44.156039399999997,-122.289249799999993,492.427000000000021,
190,,IMG_0213_6.tif,37.649999999999999,38.499993896484398,44.156043599999997,-122.289244600000004,492.216000000000008,
191,,IMG_0214_6.tif,37.909999999999997,38.520013427734398,44.156041999999999,-122.289062999999999,492.204999999999984,
192,,IMG_0215_6.tif,37.789999999999999,38.540002441406301,44.156042499999998,-122.288698900000000,492.555999999999983,
193,,IMG_0216_6.tif,37.409999999999997,38.540002441406301,44.156043699999998,-122.288422199999999,493.067000000000007,
194,,IMG_0217_6.tif,36.229999999999997,38.550012207031301,44.156046199999999,-122.288413000000006,492.716000000000008,
195,,IMG_0218_6.tif,37.750000000000099,38.550012207031301,44.156063000000003,-122.288412399999999,492.221999999999980,
196,,IMG_0219_6.tif,36.509999999999998,38.529992675781301,44.156368600000000,-122.288404400000005,492.862000000000023,
197,,IMG_0220_6.tif,37.469999999999999,38.520013427734398,44.156511799999997,-122.288404000000000,492.915000000000020,
198,,IMG_0221_6.tif,37.250000000000099,38.629998779296898,44.156799399999997,-122.288402800000000,493.315999999999974,
199,,IMG_0222_6.tif,37.130000000000102,38.610009765625001,44.156943300000002,-122.288401300000004,493.382000000000005,
200,,IMG_0223_6.tif,36.270000000000003,38.610009765625001,44.157158699999997,-122.288400800000005,493.480000000000018,
201,,IMG_0224_6.tif,37.789999999999999,38.600000000000001,44.157417000000002,-122.288398599999994,493.389000000000010,
202,,IMG_0225_6.tif,37.350000000000001,38.600000000000001,44.157647799999999,-122.288399299999995,493.238999999999976,
203,,IMG_0226_6.tif,37.609999999999999,38.580010986328098,44.157806700000002,-122.288399200000001,493.310000000000002,
204,,IMG_0227_6.tif,36.869999999999997,38.559991455078098,44.158083099999999,-122.288400300000006,493.595000000000027,
205,,IMG_0228_6.tif,36.509999999999998,38.550012207031301,44.158241699999998,-122.288401800000003,493.651999999999987,
206,,IMG_0229_6.tif,36.130000000000102,38.520013427734398,44.158472699999997,-122.288405200000000,493.588000000000022,
207,,IMG_0230_6.tif,33.729999999999997,38.480004882812501,44.158645600000000,-122.288404799999995,493.644000000000005,
208,,IMG_0231_6.tif,32.869999999999997,38.450006103515598,44.158903899999999,-122.288402099999999,493.586000000000013,
209,,IMG_0232_6.tif,32.990000000000002,38.409997558593801,44.159101700000001,-122.288400100000004,493.081999999999994,
210,,IMG_0233_6.tif,30.930000000000000,38.369989013671898,44.159316300000000,-122.288395300000005,493.014000000000010,
212,,IMG_0235_6.tif,34.469999999999999,38.320001220703098,44.159775699999997,-122.288398299999997,492.790000000000020,
214,,IMG_0237_6.tif,37.570000000000100,38.270013427734398,44.160195199999997,-122.288398999999998,493.031000000000006,
215,,IMG_0238_6.tif,43.890000000000001,38.230004882812501,44.160427800000001,-122.288401600000000,493.273000000000025,
216,,IMG_0239_6.tif,38.430000000000000,38.219995117187501,44.160562100000000,-122.288404200000002,493.052000000000021,
217,,IMG_0240_6.tif,39.030000000000001,38.200006103515598,44.160556700000001,-122.288399699999999,492.557000000000016,
218,,IMG_0241_6.tif,41.930000000000000,38.170007324218801,44.160558199999997,-122.288261500000004,492.497999999999990,
219,,IMG_0242_6.tif,45.509999999999998,38.149987792968801,44.160559499999998,-122.287988900000002,492.773000000000025,
220,,IMG_0243_6.tif,44.049999999999997,38.129998779296898,44.160559100000000,-122.287731500000007,493.269000000000005,
221,,IMG_0244_6.tif,43.810000000000002,38.100000000000001,44.160560900000000,-122.287571499999999,493.057999999999993,
222,,IMG_0245_6.tif,39.570000000000100,38.089990234375001,44.160555299999999,-122.287571000000000,492.764000000000010,
223,,IMG_0246_6.tif,31.010000000000002,38.080010986328098,44.160363699999998,-122.287569700000006,492.668000000000006,
224,,IMG_0247_6.tif,31.850000000000001,38.059991455078098,44.160163200000000,-122.287570200000005,492.473000000000013,
225,,IMG_0248_6.tif,33.469999999999999,38.050012207031301,44.159961699999997,-122.287570500000001,492.533000000000015,
226,,IMG_0249_6.tif,31.309999999999999,38.070001220703098,44.159703399999998,-122.287574199999995,492.774000000000001,
227,,IMG_0250_6.tif,31.850000000000001,38.059991455078098,44.159558400000002,-122.287572900000001,492.812000000000012,
228,,IMG_0251_6.tif,34.690000000000097,38.080010986328098,44.159312700000001,-122.287575599999997,493.029999999999973,
229,,IMG_0252_6.tif,32.909999999999997,38.100000000000001,44.159067299999997,-122.287573899999998,493.288000000000011,
230,,IMG_0253_6.tif,37.109999999999999,38.100000000000001,44.158849099999998,-122.287569700000006,493.398000000000025,
231,,IMG_0254_6.tif,36.270000000000003,38.129998779296898,44.158618199999999,-122.287568800000003,493.507000000000005,
232,,IMG_0255_6.tif,36.270000000000003,38.149987792968801,44.158372800000002,-122.287569300000001,493.475999999999999,
233,,IMG_0256_6.tif,36.869999999999997,38.159997558593801,44.158214700000002,-122.287571200000002,493.410000000000025,
234,,IMG_0257_6.tif,37.590000000000003,38.179986572265598,44.158058500000003,-122.287574500000005,493.163000000000011,
235,,IMG_0258_6.tif,37.590000000000003,38.189996337890598,44.157799099999998,-122.287575700000005,493.197000000000003,
236,,IMG_0259_6.tif,36.990000000000002,38.209985351562501,44.157553900000003,-122.287576700000002,493.305000000000007,
237,,IMG_0260_6.tif,37.810000000000002,38.209985351562501,44.157336299999997,-122.287572299999994,493.442000000000007,
238,,IMG_0261_6.tif,37.270000000000003,38.209985351562501,44.157148700000000,-122.287570400000007,493.348999999999990,
239,,IMG_0262_6.tif,37.130000000000102,38.219995117187501,44.156917800000002,-122.287574599999999,493.000000000000000,
240,,IMG_0263_6.tif,37.390000000000001,38.219995117187501,44.156659099999999,-122.287574599999999,492.959999999999980,
241,,IMG_0264_6.tif,37.450000000000003,38.219995117187501,44.156472600000001,-122.287573600000002,492.975000000000023,
242,,IMG_0265_6.tif,35.009999999999998,38.209985351562501,44.156285099999998,-122.287572499999996,493.033999999999992,
